"","KnowledgeAssessmentID","RecentVersion","KnowledgeAssessmentName","ExamID","QuestionName","CorrectAnswer","QuestionID","TaxonomyURIorName"
"179","6f8b3528-1427-450f-92f4-6fc159f6b0a3",1,"Radiology: Radiology Technologist Assessment",261,"Intensity variation is very useful when x-raying the:","thoracic spine.","bb54bc25-701b-41b9-b2f9-b7b55c43559b","Radiology"
"180","6f8b3528-1427-450f-92f4-6fc159f6b0a3",1,"Radiology: Radiology Technologist Assessment",261,"The inverse square law, commonly used in modern radiology, states that the intensity of light is directly proportional to the square of the distance of the object from the source.","FALSE","b855971a-c7ae-4551-9e5a-3f1162d47937","Radiology"
"181","6f8b3528-1427-450f-92f4-6fc159f6b0a3",1,"Radiology: Radiology Technologist Assessment",261,"Structures that absorb x-rays are called:","radiopaque.","dfefde8a-65b1-4b30-93bb-4bb6ad10baeb","Radiologic Technologist"
"182","6f8b3528-1427-450f-92f4-6fc159f6b0a3",1,"Radiology: Radiology Technologist Assessment",261,"The variation in intensity of the primary x-ray beam caused by the angle at which x-rays are emitted from the focal spot is called the:","anode heel effect.","b601d051-b129-43a7-9f2e-9bbbf7ef5d8a","Radiologic Technologist"
"183","3d4c134a-9dbe-45e3-a0be-cbe98ce3cf48",2,"Radiology: Sonographer Assessment",517,"The sonographer visualizes an enlarged adrenal gland during a renal ultrasound. The cause of the enlargement is most likely:","Addison's disease.","0e0c91d7-52e0-46ee-afb1-ebbcc53690f9","Radiology: Sonographer Assessment"
"184","3d4c134a-9dbe-45e3-a0be-cbe98ce3cf48",1,"Radiology: Sonographer Assessment",517,"Ultrasound can be used to document portal hypertension. By which disease is this disorder most often caused?","Cirrhosis","0c6530e0-c13f-429b-84c6-8f7591ffb40f","Radiologic Technician"
"185","3d4c134a-9dbe-45e3-a0be-cbe98ce3cf48",2,"Radiology: Sonographer Assessment",517,"A liver which has a 24 cm longitudinal diameter is normal.","FALSE","12ef30ba-37b3-4f5d-a393-c110e6614f98","Radiologic Technologist"
"186","3d4c134a-9dbe-45e3-a0be-cbe98ce3cf48",2,"Radiology: Sonographer Assessment",517,"If ultrasound findings are inconclusive, what is usually used to confirm or clarify a diagnosis?","CT scan","1fd10935-6502-4617-85b8-cd43a96a0189","Radiologic Technician"
"187","3d4c134a-9dbe-45e3-a0be-cbe98ce3cf48",2,"Radiology: Sonographer Assessment",517,"What would cause a kidney to measure 17 centimeters?","Renal vein thrombus","08abeff4-9b37-4d10-b827-14741097f83c","Diagnostic Medical Sonographer"
"188","3d4c134a-9dbe-45e3-a0be-cbe98ce3cf48",2,"Radiology: Sonographer Assessment",517,"The most accurate sonographic measurement of embryonic age during a first trimester obstetrics exam is:","crown-rump length.","e50fdd71-321b-4c7d-b978-aa5b697773f6","Radiologic Technologist"
"189","3d4c134a-9dbe-45e3-a0be-cbe98ce3cf48",2,"Radiology: Sonographer Assessment",517,"An ultrasound of the right upper quadrant is ordered to rule out cholelithiasis. What could cause low level echoes to be seen in the neck of the gallbladder?","Sludge in the gallbladder","97c47b5f-37a2-4f45-a645-d6538882641c","Diagnostic Medical Sonographer"
"190","9d9c78e4-7966-4d37-a437-b1b516e9d3ef",1,"Respiratory: Respiratory Therapist Assessment",285,"It is important to monitor airway pressure on a mechanically ventilated patient because this measurement best reflects:","lung compliance.","b95ab40c-f1e5-48f8-8c05-2b5213ac7636","Respiratory Care"
"191","9d9c78e4-7966-4d37-a437-b1b516e9d3ef",1,"Respiratory: Respiratory Therapist Assessment",285,"An example of a high-flow oxygen device is the:","venturi mask (Ventimask&reg;)","015e1052-5ff7-4526-a75a-0315e01e17e0","Respiratory Care"
"192","9d9c78e4-7966-4d37-a437-b1b516e9d3ef",1,"Respiratory: Respiratory Therapist Assessment",285,"Weaning a patient from the mechanical ventilator involves a process of altering the amount of support received from the ventilator in such a way that the patient assumes:","a greater proportion of the ventilatory effort.","dbcc2e2b-f959-4a3e-a724-fd666cb43dc1","Respiratory Care"
"193","9d9c78e4-7966-4d37-a437-b1b516e9d3ef",1,"Respiratory: Respiratory Therapist Assessment",285,"The inspiratory pause or inspiratory hold maneuver on a ventilator is used to determine plateau pressure, a reflection of:","average peak alveolar pressure.","bb6ca7ef-816c-4cbb-85d4-0f8ca1abfcaa","Respiratory Therapist"
"194","9d9c78e4-7966-4d37-a437-b1b516e9d3ef",1,"Respiratory: Respiratory Therapist Assessment",285,"The provider orders a 35% aerosol mask for a patient who requires an inspiratory flow of 42 liters per minute (LPM). In order to meet the patient&#39;s inspiratory flow demands, the respiratory therapist must set the flow meter at a minimum flow rate of ___ LPM.","8","5c4553d6-ee2e-4100-b250-32c09651a7b6","Respiratory Therapist"
"195","9d9c78e4-7966-4d37-a437-b1b516e9d3ef",1,"Respiratory: Respiratory Therapist Assessment",285,"A patient arrives in the emergency department after being removed from a burning house. Which of the following tests would tell the respiratory therapist the severity of the patient&#39;s smoke inhalation?","HbCO","ffadb9d5-aa07-4163-b9a1-d1b1c3b43465","Respiratory Therapist"
"196","9d9c78e4-7966-4d37-a437-b1b516e9d3ef",1,"Respiratory: Respiratory Therapist Assessment",285,"Which of the following is responsible for clearance of pulmonary secretions in a healthy individual?","Mucociliary transport","1fab65f5-8034-410f-a09f-6f4b8cc70305","Respiratory Care"
"197","57be686f-1fd8-4fde-ba16-e31f75fb49d6",1,"RN: Acute Rehabilitation Assessment",373,"A nurse is caring for a patient during rehabilitation following a stroke. When the nurse coordinates the patient’s total rehabilitative plan of care, the nurse is functioning as a:","case manager.","17db0d91-de1d-46db-b2f3-82c2ea11ec5d","Nursing: Registered Nurse - RN"
"198","57be686f-1fd8-4fde-ba16-e31f75fb49d6",2,"RN: Acute Rehabilitation Assessment",373,"The highest priority for the nurse caring for an unconscious patient is to:","maintain a patent airway.","ee88869a-4dd7-4770-92a0-e2a73e7967ff","HealthStream Assess"
"199","57be686f-1fd8-4fde-ba16-e31f75fb49d6",2,"RN: Acute Rehabilitation Assessment",373,"A nurse is caring for a paralyzed patient who has reflex incontinence. In order to help prevent skin breakdown, the nurse should teach the patient to:","perform perineal care regularly.","cea79098-35e0-46b2-8e91-5604481718ce","Nursing: Registered Nurse - RN"
"200","57be686f-1fd8-4fde-ba16-e31f75fb49d6",2,"RN: Acute Rehabilitation Assessment",373,"What is the priority nursing diagnosis for a patient experiencing acute compartment syndrome?","Risk for peripheral neurovascular dysfunction","74cb6100-1620-459e-ba7a-bc7328cc2d2c","Nursing: Registered Nurse - RN"
"201","57be686f-1fd8-4fde-ba16-e31f75fb49d6",2,"RN: Acute Rehabilitation Assessment",373,"When the nurse is caring for a patient with a spinal cord injury at C4, the priority nursing diagnosis is:","ineffective breathing pattern related to intercostal muscle weakness.","a1aa7ca2-89c0-425c-84d3-258e07c7eee1","RN: Acute Rehabilitation Assessment"
"202","57be686f-1fd8-4fde-ba16-e31f75fb49d6",2,"RN: Acute Rehabilitation Assessment",373,"In order to prevent increased intracranial pressure in the comatose patient with a closed head injury, the nurse should:","elevate the head of the bed 15-30&deg;.","ef31b250-20be-4916-aafa-4314f8484350","Nursing: Registered Nurse - RN"
"203","57be686f-1fd8-4fde-ba16-e31f75fb49d6",1,"RN: Acute Rehabilitation Assessment",373,"Traumatic dislocations are treated as orthopedic emergencies because of the risk of decreased blood supply and tissue death, also known as:","avascular necrosis.","de1b34d1-1e32-4481-a861-8226d3bd9efd","Rehabilitation"
"204","2753074c-6c79-4384-80f3-242c3f5ac6b8",1,"RN: Behavioral Health Assessment",519,"Mrs. Lambert is a 52-year-old client experiencing paranoia. She is refusing to eat any food, saying, “I know you all are trying to poison me.” The behavioral health nurse’s best intervention to ensure proper nutrition for this client is to:","provide food in pre-sealed packages allowing her to open them.","4fbeb55b-3ea6-4218-8664-b27b4343f34e","Behavioral Health, Outpatient"
"205","2753074c-6c79-4384-80f3-242c3f5ac6b8",1,"RN: Behavioral Health Assessment",519,"The nurse says to the client, 'Mr. Jones, you seem upset. You are grinding your teeth and clenching your fists.' The communication technique being used by the nurse is:","making observations.","474fc7a6-656f-4f5e-aa8e-8f3c9d31c538","Behavioral Health, Outpatient"
"206","2753074c-6c79-4384-80f3-242c3f5ac6b8",2,"RN: Behavioral Health Assessment",519,"Bill, a client experiencing a manic episode, attempted to attack another client in the day room. A staff member put Bill in a restraining hold; both the staff member and Bill are standing and the staff member is behind Bill. Bill is wearing a hospital gown. The behavioral health nurse prepares a 3 mL injection of haloperidol (Haldol®) to be given intramuscularly. Which of the following sites would be appropriate for this injection?","The vastus lateralis muscle","c6be99e3-92aa-4d0b-8b12-1e6eff44919a","Nursing: Registered Nurse - RN"
"207","2753074c-6c79-4384-80f3-242c3f5ac6b8",2,"RN: Behavioral Health Assessment",519,"The behavioral health nurse is caring for a client from India. Which of the following is frequently true of Eastern cultures?","Family is the general starting point for identity.","ab7db64c-e942-4c1f-9743-167b62b54ada","RN: Behavioral Health Assessment"
"208","2753074c-6c79-4384-80f3-242c3f5ac6b8",1,"RN: Behavioral Health Assessment",519,"Joe, a patient with schizophrenia who is experiencing a psychotic episode, forcefully grabbed a staff member and attempted to gouge out her eyes with his thumbs. Joe is placed in physical restraints. The behavioral health nurse understands the guidelines for the safe use of restraints. In keeping with these guidelines, the nurse will:","have staff assist and remove the restraints at least every two hours.","abf10819-a079-4830-9502-ddcbcfa68ec7","Behavioral Health, Inpatient"
"209","2753074c-6c79-4384-80f3-242c3f5ac6b8",1,"RN: Behavioral Health Assessment",519,"After taking lithium for 3 days to treat bipolar disorder, the client reports being thirsty and experiencing fine hand tremors. The most appropriate response by the nurse is:","""These are normal side effects when starting lithium; they should subside in the next 2 weeks.""","41e22daa-21f7-4b01-93e7-c3a41cc30f8c","Behavioral Health"
"210","2753074c-6c79-4384-80f3-242c3f5ac6b8",2,"RN: Behavioral Health Assessment",519,"Which of the following is an example of an open-ended question?","""How are you doing?""","1b3fa1ef-6465-4758-8517-e5f030c0479b","HealthStream Assess"
"211","cdb7eb2a-8810-445a-9fa0-707ec634c5db",1,"RN: Cardiac Catheterization Lab Assessment",372,"An echocardiogram is completed prior to mitral valvuloplasty. What condition, if seen on the echocardiogram, is a contraindication for mitral valvuloplasty?","Atrial thrombus","80986334-ec5c-480d-beba-53617ec35cd0","Vascular Care"
"212","cdb7eb2a-8810-445a-9fa0-707ec634c5db",1,"RN: Cardiac Catheterization Lab Assessment",372,"One advantage of the rapid exchange (monorail) catheter is that the catheter shaft is smaller.","TRUE","3c382f19-2e7a-4461-a95e-0ab213d05b1a","Cardiac Catheterization"
"213","cdb7eb2a-8810-445a-9fa0-707ec634c5db",1,"RN: Cardiac Catheterization Lab Assessment",372,"Patients should be warned about a possible painful burning sensation in the shoulder caused by injections into which of the following?","Internal mammary artery","ed2044f2-ccbc-4291-aa99-b35af55e48f3","Vascular Care"
"214","cdb7eb2a-8810-445a-9fa0-707ec634c5db",1,"RN: Cardiac Catheterization Lab Assessment",372,"One advantage of the rapid exchange (monorail) catheter is that the catheter shaft is smaller.","TRUE","68ece76a-f65f-42fb-badf-63af0be90d38","Vascular Care"
"215","cdb7eb2a-8810-445a-9fa0-707ec634c5db",1,"RN: Cardiac Catheterization Lab Assessment",372,"Normal mean pressure in the pulmonary artery is:","9-18 mmHg.","5053850a-428e-48df-b386-36b55627675e","Nursing: Registered Nurse - RN"
"216","cdb7eb2a-8810-445a-9fa0-707ec634c5db",1,"RN: Cardiac Catheterization Lab Assessment",372,"Wide, rounded waveforms on the hemodynamic monitor indicate underdamping -- the pressure system is too sensitive.","FALSE","e12c38be-7701-473e-a6de-863ebfed4934","Vascular Care"
"217","cdb7eb2a-8810-445a-9fa0-707ec634c5db",1,"RN: Cardiac Catheterization Lab Assessment",372,"When a tight seal is formed by the catheter and ostium and squeezing of the ventricular muscles around the artery creates a high pressure waveform, it indicates:","ventricularization.","586f6659-d16f-4c5d-9067-6545f196a898","Nursing: Registered Nurse - RN"
"218","03e80540-ad72-44ce-9742-871513339429",1,"RN: Case Manager Assessment",507,"An integrated system of health insurance that coordinates health services for an enrolled population rather than simply providing or paying for them is referred to as:","managed care.","29f0b9de-3390-4374-a497-1b7db5b5c325","Care Coordination"
"219","03e80540-ad72-44ce-9742-871513339429",1,"RN: Case Manager Assessment",507,"A case manager is working with a client who was recently placed on short-term disability by his doctor. The case manager is seeking to determine whether the client is able to return to work in a full or restricted capacity. A referral for a __________________ would best meet the objectives of the case manager.","functional capacity evaluation","edfb34db-c310-492d-9828-e51b3f652bd5","Care Coordination"
"220","03e80540-ad72-44ce-9742-871513339429",1,"RN: Case Manager Assessment",507,"In 2014, __________ adults had a substance use disorder.","20.2 million","1b0a83de-dcc6-4297-9a43-86b4efabeee6","Case Management"
"221","03e80540-ad72-44ce-9742-871513339429",1,"RN: Case Manager Assessment",507,"Which of the following statements is true regarding the Americans with Disabilities Act of 1990?","The Act allows for pre-employment medical examinations that determine an applicant’s ability to perform job-related functions after a contingent job offer is made.","7b730e3e-10f5-4321-b360-a0fa85d097e9","Care Coordination"
"222","03e80540-ad72-44ce-9742-871513339429",1,"RN: Case Manager Assessment",507,"Which of the following represents a conflict of interest for the case manager?","Working for a case management agency and working for a vendor that provides services to that agency.","07cf26a3-45aa-4510-b8a3-423ecd17e297","Case Management"
"223","03e80540-ad72-44ce-9742-871513339429",1,"RN: Case Manager Assessment",507,"According to the Case Management Society of America, care coordination is:","the facilitation of health care delivery.","f1640db8-a799-4c32-9ce3-e0763e206b33","Case Management"
"224","03e80540-ad72-44ce-9742-871513339429",1,"RN: Case Manager Assessment",507,"Which of the following terms refers to the responsibility of case managers to keep their commitments and promises?","Fidelity","06b72b63-7e9a-4864-b866-0ae5566227fe","Case Management"
"225","7242a525-9b10-483d-9181-09df82a9730e",2,"RN: Corrections Assessment",398,"After administering a routine 10mL sodium chloride flush to an inmate’s peripheral intravenous line the nurse should deposit the empty syringe in a disposal container in the:","nurses’ station.","b03d1a70-708b-438d-ab85-38374e36d450","Medications"
"226","7242a525-9b10-483d-9181-09df82a9730e",1,"RN: Corrections Assessment",398,"A nursing diagnosis includes the:","defining characteristics.","15539d23-24db-4f0b-82ee-95575bd54cba","Nursing: Registered Nurse - RN"
"227","7242a525-9b10-483d-9181-09df82a9730e",2,"RN: Corrections Assessment",398,"The evening nurse notices that one of the inmates has an order to be on NPO status at 9 pm for a scheduled colonoscopy the next day.  Who does the nurse need to inform about the upcoming trip in order to place the inmate in secure housing?","Custody should be notified, so they can assist with locking up the inmate in a single cell until he leaves for his trip the following morning.","679e66c8-23bb-4cb3-9d95-71a208121c8d","Communication"
"228","7242a525-9b10-483d-9181-09df82a9730e",1,"RN: Corrections Assessment",398,"Which of the following represents safe and secure medication storage?","Discontinued medications are not used for stock or for other inmates.","ed62d8b0-939e-4b86-884f-bb83cd1826f8","Correctional"
"229","7242a525-9b10-483d-9181-09df82a9730e",2,"RN: Corrections Assessment",398,"Which of the following inmates requires a lower bunk?","19-year-old healthy female inmate in her 22nd week of pregnancy","2ef4b144-9382-4fa6-bba6-a4a600013727","Nursing: Registered Nurse - RN"
"230","7242a525-9b10-483d-9181-09df82a9730e",2,"RN: Corrections Assessment",398,"Which of the following statements is true regarding the population of various correctional settings?","Prisons receive admissions/intakes directly from other facilities and the term is usually longer.","39c037ef-a277-4342-b951-d5c4a9cbaf1f","Transport"
"231","7242a525-9b10-483d-9181-09df82a9730e",1,"RN: Corrections Assessment",398,"Nursing practice in a correctional facility is governed by the scope and standards of practice for corrections nursing. Good practice is based on sound principles. Excellence in corrections nursing practice includes:","nurses who take responsibility for monitoring and evaluating nursing practice.","e5fea3a5-0a59-4039-a46f-52e211591130","Correctional"
"232","23b5af07-f809-4cd9-b9e3-64a74e7d432c",2,"RN: Emergency Assessment",389,"Breath sounds that are described as scratchy, sounding like rubbing strands of hair together close to the ear, are known as:","rales.","785f45a8-c34d-4f53-8b2d-b55f5c2b5052","RN: Emergency Assessment"
"233","23b5af07-f809-4cd9-b9e3-64a74e7d432c",1,"RN: Emergency Assessment",389,"The nurse is reviewing discharge instructions with a patient who received treatment in the Emergency Department for epistaxis. Which of the following statements is correct?","“Open your mouth while sneezing.”","b8902908-88d8-45f0-a544-92e702793486","Nursing: Registered Nurse - RN"
"234","23b5af07-f809-4cd9-b9e3-64a74e7d432c",1,"RN: Emergency Assessment",389,"Which of the following diagnoses is a surgical emergency?","Testicular torsion","ce5dfc4b-1d3f-4961-b571-e109dba0e5ac","Emergency"
"235","23b5af07-f809-4cd9-b9e3-64a74e7d432c",1,"RN: Emergency Assessment",389,"Following a motor vehicle accident, a young adult male presents to the emergency room with a bruise on his forehead. On initial assessment, the patient is oriented to himself, but is not able to state the current time or situation. Which diagnosis would the nurse suspect?","Concussion","5ae3932e-fb50-4703-8a9d-bbc093ab6636","Nursing: Registered Nurse - RN"
"236","23b5af07-f809-4cd9-b9e3-64a74e7d432c",2,"RN: Emergency Assessment",389,"A patient with COPD who is receiving oxygen therapy tells the nurse that he is not getting enough oxygen from the tube. The nurse should:","check all the connections.","881d0bc6-bdb6-46bf-8854-4fef0159112b","RN: Emergency Assessment"
"237","23b5af07-f809-4cd9-b9e3-64a74e7d432c",2,"RN: Emergency Assessment",389,"When monitoring for adequate renal perfusion of an adult patient, the nurse should ensure that the patient has a urine output of at least:","0.5 mL/kg/hr.","eb43f136-6a9f-483b-9ac6-e6e25e1ba6a4","RN: Emergency Assessment"
"238","23b5af07-f809-4cd9-b9e3-64a74e7d432c",2,"RN: Emergency Assessment",389,"A patient admitted to the ER following a car accident is in her third trimester of pregnancy. She states that she was wearing her seatbelt. She has no external evidence of injury, but she reports extreme abdominal pain. Her abdomen is enlarging and is rigid on palpation. A Category III fetal monitoring strip is obtained. The patient is most likely experiencing which of the following complications?","Abruptio placentae","c39ab4b6-072c-4ca3-a888-434b768183c5","Emergency"
"239","1ff3dedb-bf84-4b99-aa9c-fece4cc8e0ca",2,"RN: Endoscopy Assessment",381,"Which of the following is a common occurrence following forceful or long-term vomiting or coughing?","Mallory-Weiss tear","f3d690de-5fe3-424d-bb6e-f12e6330f761","RN: Endoscopy Assessment"
"240","1ff3dedb-bf84-4b99-aa9c-fece4cc8e0ca",2,"RN: Endoscopy Assessment",381,"Which of the following describes a persistent accumulation of foreign material in the stomach?","Bezoar","e492aaf7-0195-4035-a47f-f0e387660ece","Gastrointestinal Disorders"
"241","1ff3dedb-bf84-4b99-aa9c-fece4cc8e0ca",2,"RN: Endoscopy Assessment",381,"A patient has been given fentanyl 150 mcg during an endoscopic procedure and has shallow respirations at the rate of 5 breaths per minute. What is the best choice for a reversal agent?","Naloxone (Narcan&reg;)","4ca6d8e5-3df9-404a-a55c-6942559b52ce","Nursing: Registered Nurse - RN"
"242","1ff3dedb-bf84-4b99-aa9c-fece4cc8e0ca",1,"RN: Endoscopy Assessment",381,"Patients should be made aware at the time of informed consent that if a serious complication arises during the procedure, such as perforation, that they will immediately be taken to surgery for surgical intervention.","TRUE","99a5fd66-6f0b-41c7-bdad-abb0ea61df22","Nursing: Registered Nurse - RN"
"243","1ff3dedb-bf84-4b99-aa9c-fece4cc8e0ca",2,"RN: Endoscopy Assessment",381,"Which of the following is a common occurrence following forceful or long-term vomiting or coughing?","Mallory-Weiss tear","183f5664-c37b-4efb-8f30-2f03d0a668ef","Nursing: Registered Nurse - RN"
"244","1ff3dedb-bf84-4b99-aa9c-fece4cc8e0ca",2,"RN: Endoscopy Assessment",381,"Which of the following is similar in size to the capsule used for capsule endoscopy?","Large vitamin","67c046c7-c6c4-431f-887f-839f197fdd04","RN: Endoscopy Assessment"
"245","1ff3dedb-bf84-4b99-aa9c-fece4cc8e0ca",2,"RN: Endoscopy Assessment",381,"A patient with a history of cirrhosis and alcohol abuse reports to the hospital with acute hematemesis and melena. This patient is most likely experiencing an:","actively bleeding esophageal varix.","a22c31cb-31f5-4faf-8277-7f1f1c7eb046","Gastrointestinal Disorders"
"246","7ae445fa-1eb0-482e-b7f0-5d2e022dfad9",1,"RN: Hemodialysis Assessment",217,"Epoetin alfa (Epogen&reg;) does not appear to be dialyzable and may be given at:","any time during the hemodialysis treatment.","ff0de3c4-f6ac-4819-8aff-44889d8310b3","HealthStream Assess"
"247","7ae445fa-1eb0-482e-b7f0-5d2e022dfad9",1,"RN: Hemodialysis Assessment",217,"Patient and machine parameters during treatment are carried out and documented at a minimum of every _____ minutes.","30","deb2a9e3-f813-4c77-949b-400533c7f55d","Medical Equipment"
"248","7ae445fa-1eb0-482e-b7f0-5d2e022dfad9",1,"RN: Hemodialysis Assessment",217,"Sterility of all saline and blood line connections must be maintained in order to prevent:","infection.","375360f0-d5c3-41de-ba3c-b7feb04c8da8","Nursing: Registered Nurse - RN"
"249","7ae445fa-1eb0-482e-b7f0-5d2e022dfad9",1,"RN: Hemodialysis Assessment",217,"Staff will visually inspect each reprocessed dialyzer prior to setting it up in order to ensure that the:","hemodialyzer is visibly acceptable and filled with sterilant.","fa21e26e-5db3-4f86-988c-4d5733040c4a","Medical Equipment"
"250","7ae445fa-1eb0-482e-b7f0-5d2e022dfad9",1,"RN: Hemodialysis Assessment",217,"All blood leak alarms will result in immediate dialysate testing with a reagent test strip used to test for occult blood in urine.","TRUE","d0c080b2-4256-45c0-9988-67a410eb72ea","RN: Hemodialysis Assessment"
"251","7ae445fa-1eb0-482e-b7f0-5d2e022dfad9",1,"RN: Hemodialysis Assessment",217,"If a patient starts to demonstrate signs and symptoms of hemolysis, return the blood to the patient immediately.","FALSE","f2668ddf-4f5f-4e08-aad8-4ba5151356ac","RN: Hemodialysis Assessment"
"252","7ae445fa-1eb0-482e-b7f0-5d2e022dfad9",1,"RN: Hemodialysis Assessment",217,"Saline should recirculate through the extracorporeal circuit for _____ minutes before initiating dialysis.","10","cdd5a4ff-2bfd-4234-aaf2-2406f450b65e","HealthStream Assess"
"253","968f57d0-5085-46b4-8341-e528086e9216",1,"RN: Home Health Assessment",513,"When assessing for the presence of pain, the home health nurse should:","believe the patient when he states that pain is present.","bb73c591-31e8-48dd-a663-a1480fff7e3e","Nursing: Registered Nurse - RN"
"254","968f57d0-5085-46b4-8341-e528086e9216",1,"RN: Home Health Assessment",513,"The home health nurse should include exercise in the management of diabetes because it:","improves insulin utilization by the body.","18985ad5-aad6-45cd-8126-61d933e2ff37","Home Health Care"
"255","968f57d0-5085-46b4-8341-e528086e9216",2,"RN: Home Health Assessment",513,"Nursing care for a diabetic patient with peripheral neuropathy includes:","assessing pain patterns to rule out peripheral vascular insufficiency.","eb9728fd-4f36-45fa-ad60-2844812ac3ba","RN: Home Health Assessment"
"256","968f57d0-5085-46b4-8341-e528086e9216",2,"RN: Home Health Assessment",513,"The major cause of decubitus ulcers is:","pressure.","331229b4-c8b9-432d-916d-d9f12a914cbc","HealthStream Assess"
"257","968f57d0-5085-46b4-8341-e528086e9216",2,"RN: Home Health Assessment",513,"A patient is having a seizure when the home health nurse enters her house. The nurse&#39;s next action should be to:","move any objects that could injure the patient and support her head.","73cfa897-6f85-483b-8135-79dde61abbd6","HealthStream Assess"
"258","968f57d0-5085-46b4-8341-e528086e9216",1,"RN: Home Health Assessment",513,"One risk factor for developing type 2 diabetes mellitus is:","obesity.","827af7b3-5967-49b1-b1d9-7da57c6024d7","Home Health Care"
"259","968f57d0-5085-46b4-8341-e528086e9216",1,"RN: Home Health Assessment",513,"The home health nurse is caring for a patient with congestive heart failure. The nurse can help the patient learn to identify worsening of his condition by instructing him to:","weigh himself every day at the same time wearing similar clothing.","fb386999-5075-43ec-a88b-d5d78ce10b66","Nursing: Registered Nurse - RN"
"260","c52cbe38-6fa2-4c04-b21b-5c2315654ffd",1,"RN: Hospice/Palliative Care Assessment",512,"Physical signs that become high priorities for care when death is imminent are:","restlessness, dyspnea, agitation, and pain.","52648884-dba8-4691-9009-5c040c8e590f","Nursing: Registered Nurse - RN"
"261","c52cbe38-6fa2-4c04-b21b-5c2315654ffd",1,"RN: Hospice/Palliative Care Assessment",512,"An individual&#39;s spiritual and cultural values may influence end-of-life care and post-mortem care.","TRUE","8ad55ba8-4a16-4b86-a047-49cf4673dc1b","Nursing: Registered Nurse - RN"
"262","c52cbe38-6fa2-4c04-b21b-5c2315654ffd",1,"RN: Hospice/Palliative Care Assessment",512,"Palliative care is only appropriate for patients that display evidence of deterioration.","FALSE","59c8b0af-d066-40fe-adc8-2968f180f222","Nursing: Registered Nurse - RN"
"263","c52cbe38-6fa2-4c04-b21b-5c2315654ffd",1,"RN: Hospice/Palliative Care Assessment",512,"In order to support a patient with end-stage cancer and delirium, the hospice nurse should:","keep the patient's environment calm.","6b1e8f3e-df19-4346-9284-047a71d23a5f","Hospice and Palliative Care"
"264","c52cbe38-6fa2-4c04-b21b-5c2315654ffd",1,"RN: Hospice/Palliative Care Assessment",512,"A patient has been given a 6-month prognosis and would like to die at home. The patient’s needs cannot be met in her home. The nurse may suggest placement in:","hospice care.","92eb9fc5-f9ee-499e-816b-fe1b9724d7ca","Nursing: Registered Nurse - RN"
"265","c52cbe38-6fa2-4c04-b21b-5c2315654ffd",1,"RN: Hospice/Palliative Care Assessment",512,"Drug addiction is a major problem when morphine is used for pain management in the dying patient.","FALSE","a094410d-8d04-439d-8320-2d9f4bae932b","Hospice"
"266","c52cbe38-6fa2-4c04-b21b-5c2315654ffd",1,"RN: Hospice/Palliative Care Assessment",512,"The hospice nurse can help promote communication between a patient and her family by:","encouraging the patient and family members to talk about their feelings.","866a563f-d1bb-42fa-b281-5bd84120e01f","Nursing: Registered Nurse - RN"
"267","f5cbc637-10bb-43e1-8413-2f64af5fe936",1,"RN: ICU Cardiovascular Assessment",379,"Which of the following PCWP waveforms would be expected in the patient with mitral regurgitation?","Giant v-waves","890963b2-083c-446e-820b-e86db2130d7b","Critical Care"
"268","f5cbc637-10bb-43e1-8413-2f64af5fe936",2,"RN: ICU Cardiovascular Assessment",379,"The provider orders atenolol (Tenormin&reg;) for a new patient. The nurse should question the order after the patient reports that he has:","asthma.","e3f8b4cc-5f49-4da8-bd1d-7b5bc55e6874","Cardiac Care"
"269","f5cbc637-10bb-43e1-8413-2f64af5fe936",2,"RN: ICU Cardiovascular Assessment",379,"Which of the following medications causes the greatest increase in myocardial oxygen consumption?","Norepinephrine (Levophed&reg;)","25f47507-7e7d-4908-a0af-98d3d39438ac","Nursing: Registered Nurse - RN"
"270","f5cbc637-10bb-43e1-8413-2f64af5fe936",2,"RN: ICU Cardiovascular Assessment",379,"When the new patient with unstable angina is being assessed, the nurse should expect to discover:","increased frequency of chest pain.","03cf4afb-2329-4619-a00f-ace48ed1e50a","Cardiac Disorders"
"271","f5cbc637-10bb-43e1-8413-2f64af5fe936",2,"RN: ICU Cardiovascular Assessment",379,"Which of the following medications decreases platelet aggregation?","Aspirin (Ecotrin&reg;)","1f795805-8f21-4d3b-b54a-d184158ac126","RN: ICU Cardiovascular Assessment"
"272","f5cbc637-10bb-43e1-8413-2f64af5fe936",2,"RN: ICU Cardiovascular Assessment",379,"The following oxygen saturation results were obtained during a pulmonary artery catheter insertion: right atrium 75%, right ventricle 95%, pulmonary artery 95%. These findings indicate:","ventricular septal defect.","781596d2-9af9-468a-abf6-42d9ef5aed73","HealthStream Assess"
"273","f5cbc637-10bb-43e1-8413-2f64af5fe936",1,"RN: ICU Cardiovascular Assessment",379,"Nitrates are beneficial for the treatment of stable angina pectoris because they:","dilate the coronary arteries.","43609e97-3b0b-4106-a2c5-f481a57e2383","Nursing: Registered Nurse - RN"
"274","5a063a46-9f0b-4883-a2b8-ab40f96ec824",1,"RN: ICU Medical Assessment",433,"While caring for a mechanically ventilated patient, the medical ICU nurse is alerted to a low pressure ventilator alarm. Which of the following is a likely reason for a low pressure alarm?","Ventilator disconnect","9e3f7a68-fd74-426c-9d51-e0904344a225","Medical Surgical"
